,addr,scp,car_sum
1269,[82 89],6.37579593297883,4.0
1270,[69  0],4.663807712956164,3.0
1271,[ 4 46],13.16257280614292,10.0
1272,[37 35],9.612553013167535,6.0
1273,[39 41],6.502421135908832,4.0
1275,[35 86],4.09205538525319,3.0
1276,[64 25],22.66952345554841,14.0
1278,[ 1 74],9.642997609365754,6.0
1281,[73 14],4.151677685836438,3.0
1282,[36 85],4.190103905192721,3.0
1283,[ 1 41],8.987056481471004,5.0
1285,[ 9 47],6.053417057609636,6.0
1287,[75  3],4.912897565606457,3.0
1288,[57 59],4.414451886334595,3.0
1289,[17 78],4.849310607912467,3.0
1291,[95 88],8.22087116937477,6.0
1292,[22 93],4.201913503151324,4.0
1293,[92 17],4.3429316342082505,2.0
1294,[80  0],9.928723868225491,6.0
1296,[87 77],3.7429682111751275,3.0
1297,[81  8],3.675917842843522,3.0
1298,[78 96],14.175113151602357,10.0
1299,[10 55],13.726456504522229,8.0
1300,[39 38],5.973061301609208,3.0
1308,[10 89],8.608417176842174,6.0
1310,[48 74],7.310990511132748,4.0
1311,[83 91],7.325746943769709,4.0
1312,[53 75],9.819834885263123,8.0
1313,[31 33],4.4103768387839075,2.0
1314,[ 4 32],9.148148832254321,6.0
1317,[46 36],12.476559294972198,8.0
1318,[56  0],3.4398485234778313,2.0
1320,[44 62],14.883746556582196,10.0
1321,[39 79],8.799653606036276,5.0
1322,[ 6 82],3.7823627183110067,4.0
1323,[29 47],12.069706496142617,8.0
1325,[38 36],10.059904246008024,6.0
1326,[82  0],8.41217687635634,6.0
1328,[70 18],4.357218007669534,3.0
1329,[62  4],6.513342486109507,4.0
1330,[ 9 74],10.688959615871875,6.0
1331,[86 72],5.409931240341651,3.0
1332,[69 21],3.5499065399642378,3.0
1333,[79  4],7.833771971931506,5.0
1334,[ 8 65],3.5975384056418056,2.0
1335,[62 65],7.0585828334770735,4.0
1336,[90 75],7.448768085403696,6.0
1337,[66 82],4.599741459577477,3.0
1338,[52 77],14.744881058058551,10.0
1339,[45 35],13.38766605340152,8.0
1340,[29 99],8.789129756476239,6.0
1341,[94 12],9.317943051976112,6.0
1342,[41 70],5.0195468345972065,4.0
1343,[68 44],4.194687332714393,3.0
1344,[28 51],7.5791805098061875,6.0
1345,[31 47],11.353655677051144,6.0
1347,[37 74],5.800789802835878,4.0
1348,[38 62],10.115800392740663,8.0
1349,[61 64],5.93420195744074,4.0
1350,[45 73],6.715835662036257,4.0
1351,[43 76],8.921323872363864,7.0
1354,[ 6 56],5.662376256904908,4.0
1355,[32 98],13.483250252571995,8.0
1356,[ 4 82],3.0856236191663973,2.0
1357,[46 57],4.371783219834935,3.0
1358,[27 56],14.358253756966617,8.0
1359,[79 11],5.399492121753576,4.0
1360,[81  4],6.99399512115234,4.0
1362,[61 12],15.77236395121886,12.0
1363,[62 27],4.568083192537722,4.0
1364,[29 56],5.98880757248641,4.0
1365,[38 84],5.788122971994024,4.0
1366,[ 9 61],6.684261183489967,4.0
1367,[ 0 26],5.580351720709297,4.0
1368,[78 91],4.206554138968351,3.0
1369,[88 34],3.4778385292773013,2.0
1371,[39 67],3.0122697050493894,2.0
1372,[61 69],5.391275630620344,3.0
1373,[19 77],4.563842424357569,2.0
1375,[20 72],3.0896805805998464,2.0
1376,[71 96],5.618769715222487,3.0
1377,[23  4],4.01088062199827,2.0
1378,[38 64],8.802992343257165,6.0
1380,[23 40],3.4449138067775955,2.0
1383,[49 75],4.873039188835457,4.0
1384,[57 52],3.9849696599500035,2.0
1387,[31 53],12.026852688135605,8.0
1388,[1 6],10.633401382792723,7.0
1390,[53 76],9.499413718040142,6.0
1391,[74 41],5.2245782513397,4.0
1393,[70 54],4.932767397416609,3.0
1396,[40 86],6.211539857359785,5.0
1397,[68 13],10.221379771854139,5.0
1401,[ 9 55],6.3549665798293535,4.0
1402,[76  9],7.538251223420934,5.0
1403,[37 61],7.112821199680676,4.0
1405,[85  7],4.8983905234839025,3.0
1406,[10 71],5.8149913183038136,3.0
1407,[90 78],3.2370325247404734,2.0
1408,[69 76],4.019373877659914,4.0
1409,[44 79],8.943063338073475,6.0
1410,[50 79],8.158524450290427,6.0
1411,[61 49],3.7342366278332015,3.0
1412,[46 67],4.657720461380572,4.0
1414,[31 86],3.3246896539165904,3.0
1415,[89 58],6.997152938685893,5.0
1416,[20 48],4.383667595080318,3.0
1421,[95 76],5.7310438802003905,5.0
1422,[75  4],12.741730482585044,10.0
1423,[18 73],3.490846963619388,2.0
1424,[61 53],8.133334179110102,5.0
1425,[46 72],3.62452800325275,3.0
1426,[85 91],4.910855347068339,3.0
1428,[67 57],8.211031659745741,5.0
1430,[36 99],8.840614557017771,6.0
1432,[97 38],11.440180018047775,8.0
1433,[42 64],10.599454993390843,8.0
1434,[ 9 48],8.653874128339568,6.0
1438,[77 31],9.00236670056141,7.0
1440,[98 93],5.234718771492888,3.0
1443,[86 59],16.423376867279835,11.0
1447,[33 33],3.517658286869588,3.0
1448,[90 85],5.609228785934173,3.0
1450,[85  2],10.152604821104488,6.0
1452,[48 44],10.322377895194242,6.0
1453,[93 73],4.228658967007929,3.0
1454,[80 21],14.751520970917147,9.0
1455,[50 78],9.484067680091691,6.0
1457,[14 52],6.523387715433531,3.0
1459,[28 85],3.2513248404664488,2.0
1461,[68 67],5.24338409659183,4.0
1462,[88 37],3.4298389162013945,3.0
1464,[78 41],3.857731713072272,3.0
1466,[ 3 31],4.284536007263919,4.0
1467,[36 48],22.523588303654495,14.0
1468,[79  7],3.6132524288470025,3.0
1469,[58 52],3.4777108160723165,2.0
1470,[21 75],3.0271304666010264,2.0
1471,[85 21],4.84309937706636,3.0
1474,[58 98],6.527492567796341,7.0
1475,[ 4 91],6.326881820705158,4.0
1476,[79  5],3.076707264050536,2.0
1477,[61 14],10.080372266772459,6.0
1479,[ 3 53],4.09114935563036,2.0
1480,[76 97],4.753182140245189,3.0
1481,[92 78],7.046124773814031,5.0
1482,[96 25],6.435156746443267,5.0
1484,[97 74],4.817744400931685,3.0
1485,[71 25],6.618687951563255,4.0
1486,[84 27],3.8502374619729753,2.0
1487,[49 87],4.123436317795659,2.0
1489,[42 39],6.4673342531671665,4.0
1493,[95  7],7.317179039362421,4.0
1494,[67 64],6.284579486829176,3.0
1497,[41 67],3.916634837322576,2.0
1498,[95 75],7.408857368447254,6.0
1501,[37 40],6.203127915558477,5.0
1502,[95  6],5.215239163674099,3.0
1506,[ 4 55],12.17582237947721,8.0
1507,[14 84],3.6415757931307415,3.0
1508,[61  9],6.263978701987058,4.0
1509,[49 78],5.864710576613675,4.0
1512,[77  5],4.510740969890648,2.0
1513,[44 42],4.377296804582353,3.0
1514,[64 48],8.914607372873174,6.0
1515,[61 20],14.678642648837876,10.0
1516,[79 14],5.896146429199616,4.0
1517,[22 48],4.3286170001004525,3.0
1518,[34 49],9.283143592845061,6.0
1519,[63 53],10.997149070277516,7.0
1521,[ 7 39],6.3564457801868475,3.0
1523,[22 33],7.963188328279408,5.0
1524,[ 1 71],3.8668730868811485,3.0
1525,[63 13],4.8403469728108846,4.0
1528,[96 97],3.175622323173728,2.0
1531,[60 57],8.058976113635836,5.0
1532,[94 38],6.454103952728152,4.0
1533,[60 46],5.87801744432546,4.0
1534,[61 51],5.2088155048434945,4.0
1535,[11 78],4.747193918438821,3.0
1537,[69 38],3.593410570361915,2.0
1540,[54 60],8.139482204001615,6.0
1541,[ 1 44],3.764934926874261,2.0
1542,[92 40],6.48186590753342,4.0
1543,[64 77],3.101937302902524,3.0
1544,[41 66],9.524185988686677,6.0
1545,[22 18],3.372149896112894,2.0
1546,[28 53],3.64949205176213,4.0
1547,[72 29],4.0586282841479715,3.0
1548,[78  1],6.46480475604879,4.0
1549,[95  4],6.535650823366689,4.0
1550,[14 48],8.774448502836938,5.0
1553,[ 0 20],3.4727162824755062,2.0
1554,[ 7 79],8.61086259636674,6.0
1555,[59 36],5.390338319345552,4.0
1556,[26 56],6.979044369171219,4.0
1557,[29 52],4.405459588496285,2.0
1558,[42 67],5.9071036775181955,4.0
1559,[80 31],4.347472387076989,4.0
1561,[92 88],7.072125068977451,4.0
1563,[67 31],9.113762537612676,6.0
1565,[45 63],5.650893930922135,4.0
1567,[81 40],7.7163537769314,4.0
1568,[41 42],11.133685489759534,7.0
1569,[79 13],9.564694789256773,8.0
1570,[ 6 32],7.304807398411766,4.0
1571,[39 61],17.36833657620851,10.0
1572,[23 21],6.689889475920112,6.0
1573,[46 61],8.892730664575895,6.0
1574,[ 6 46],4.775872294632055,4.0
1575,[62 55],6.075175022609849,5.0
1576,[24 87],9.610339010708902,6.0
1578,[ 2 95],8.963788665600887,6.0
1579,[ 1 27],6.639336178853006,4.0
1581,[28 48],8.009824765490785,6.0
1582,[72 26],3.3952395982767465,2.0
1583,[52 75],7.807672323058837,6.0
1584,[ 7 55],19.332857728957535,14.0
1585,[13 47],6.208762267922825,4.0
1586,[64 17],8.975596103102422,6.0
1587,[24 54],3.1613248385721753,2.0
1588,[37 76],3.863318499422414,3.0
1589,[62 36],15.108724859723798,10.0
1590,[51 88],5.974928935463928,4.0
1591,[38 70],19.210373931190418,12.0
1593,[45 38],3.4550091450447966,2.0
1596,[39 70],7.814445847746262,6.0
1601,[ 5 95],6.570952245766694,4.0
1603,[ 9 34],6.340925087369257,5.0
1604,[68 15],4.300631447353489,3.0
1605,[99 71],3.434233842869096,2.0
1606,[ 4 89],16.204253048233948,9.0
1607,[70  1],5.915398736456657,4.0
1608,[54 90],5.777782164774263,4.0
1609,[57 50],11.831286062668926,8.0
1610,[93 90],10.744003032251092,8.0
1611,[17 76],9.081625438069981,5.0
1614,[28 33],3.9048215191788955,3.0
1615,[74 30],9.454760952427868,5.0
1616,[91 60],11.412754662460323,7.0
1618,[80 60],11.284287279512304,8.0
1619,[31 54],9.077405891854145,6.0
1620,[23 39],5.7155779474132204,4.0
1622,[95 89],6.816054934894138,4.0
1623,[40 67],4.5605615720660415,2.0
1624,[17 72],6.2516318180507415,3.0
1625,[66 30],3.606460146558768,3.0
1627,[69 77],6.681166130992403,5.0
1629,[49 93],13.163068430512725,8.0
1630,[82 42],5.94099976376226,3.0
1631,[ 8 93],4.809954296043021,2.0
1633,[74 12],7.709241210142107,6.0
1634,[51 44],3.878651010036238,2.0
1636,[20 81],9.643381964420433,6.0
1637,[70 23],11.357767263401529,7.0
1638,[14 76],3.697224760087806,3.0
1639,[62 26],12.763132911475461,8.0
1640,[19 33],15.75700101261399,10.0
1641,[40 70],11.080274825733184,8.0
1642,[75  2],12.978163931584433,8.0
1643,[71 87],5.6354884304007875,4.0
1645,[15 72],10.83143791945731,8.0
1646,[98 67],7.307875873963375,4.0
1651,[64 19],16.987299935443684,10.0
1652,[77 22],4.652565355840903,3.0
1653,[99 25],6.096117603831266,3.0
1655,[69 62],5.207655005921934,3.0
1656,[43 36],16.069446994837396,10.0
1657,[83 27],4.648326304037664,3.0
1658,[30 98],3.1031217023256916,2.0
1659,[69 15],8.387311751809811,5.0
1660,[55 91],7.660235821501311,4.0
1661,[22  7],10.381154090717585,7.0
1663,[16 85],7.851538645608803,6.0
1666,[45 33],14.39553880458235,8.0
1668,[27 32],9.471786624619096,6.0
1670,[74 90],7.788085486959488,5.0
1672,[68 27],5.58089927642275,4.0
1674,[82 26],5.0170119626967695,4.0
1675,[35 99],12.565852709660449,8.0
1676,[16 78],4.487429989443365,3.0
1677,[ 0 39],10.004449396244878,6.0
1678,[10 77],5.25496780398949,4.0
1679,[76  4],7.678964491887289,4.0
1682,[79 40],7.299451830178482,5.0
1683,[ 9 93],12.616374278382189,8.0
1685,[36 56],6.830324825781047,4.0
1686,[34 85],5.246462528079761,4.0
1687,[59 99],3.791725551920633,2.0
1688,[ 5 82],7.109117479530344,4.0
1689,[84 92],4.390011392124177,3.0
1690,[43 58],6.839900024960158,4.0
1692,[97 16],3.6934162531404615,2.0
1693,[36 55],7.480620643831882,4.0
1695,[95 92],7.257675663491365,4.0
1697,[97 15],3.203136192927399,2.0
1698,[74 25],6.317401909545419,5.0
1699,[55 75],3.266405886817033,2.0
1701,[94 23],6.85619005538825,4.0
1702,[33 56],9.565557197466603,6.0
1704,[10 44],10.469732781479081,8.0
1705,[99 15],3.14833525810875,2.0
1708,[38 69],6.549253210736696,4.0
1709,[ 5 87],7.149730721672926,5.0
1710,[62 75],5.308900702570011,3.0
1711,[21 59],17.185265676738492,12.0
1714,[1 9],6.9257911894530135,4.0
1719,[82 39],5.970957310095391,4.0
1720,[85 26],3.441129565295066,2.0
1722,[89 77],5.924890050192269,4.0
1723,[67 83],4.16909033659719,2.0
1724,[32 84],6.3699592639010225,4.0
1725,[99 69],8.316754198898874,5.0
1726,[97 43],3.555771555699255,2.0
1728,[71 95],7.271485311651693,4.0
1729,[56 50],9.551621826587782,6.0
1730,[74  4],7.588400348259453,4.0
1731,[74 18],3.154441610341968,2.0
1732,[72 17],3.843527729980944,3.0
1733,[34 47],13.732546460494152,8.0
1735,[36 86],3.2298953130069843,2.0
1737,[ 8 79],6.839025982002247,4.0
1739,[82 10],5.706789019842892,4.0
1741,[44 36],8.81615322981537,6.0
1742,[ 7 75],5.796649655037265,4.0
1743,[97  1],5.36766288977725,3.0
1744,[98 74],3.819814194407889,3.0
1745,[57 94],3.0698922522768735,2.0
1747,[43 66],14.633877833278401,10.0
1748,[68  6],3.6385087345626648,3.0
1749,[ 7 56],9.361038913149363,6.0
1750,[19 76],10.822355630057206,7.0
1752,[99 16],8.705838922973347,5.0
1753,[98 73],4.410352677317764,3.0
1754,[4 2],6.936177437815917,5.0
1755,[95  8],3.913621747460957,2.0
1756,[43 59],6.808580165172863,5.0
1757,[74 96],5.335905350175287,4.0
1758,[27 53],3.643875910422399,2.0
1760,[72 24],12.92393490970266,8.0
1761,[80 18],6.866558385478484,5.0
1763,[81 60],4.617742327087926,4.0
1764,[90 72],5.720555240499012,3.0
1765,[44 41],8.312663864021358,6.0
1766,[72  8],7.314792393722893,5.0
1767,[96  5],6.4076039734769425,5.0
1768,[37 70],5.9063158524348705,4.0
1769,[0 5],4.72994254552996,2.0
1771,[75 90],5.238090506098553,3.0
1772,[95 33],3.5004419261716624,3.0
1774,[44 65],7.9692803998127,6.0
1776,[38 61],9.726960943916772,6.0
1778,[39 29],4.25491620735799,4.0
1779,[62 58],10.661820632444915,7.0
1780,[10 45],9.218605386865113,6.0
1785,[67 68],4.845366894797406,3.0
1786,[62 11],3.9754104312439935,2.0
1787,[ 6 49],10.424820895427503,6.0
1788,[99 38],14.745774615488633,10.0
1789,[42 32],8.239972461509375,4.0
1790,[78 20],5.7055986139329296,3.0
1793,[26 85],3.4961071877143803,2.0
1794,[95 22],12.777568910091375,8.0
1796,[62 37],14.331776522564892,8.0
1797,[69 55],3.4172168548687343,2.0
1798,[ 1 64],9.376745083343522,5.0
1800,[70 34],12.91278227741756,8.0
1801,[86 34],10.0775460255981,6.0
1803,[ 1 35],3.1543119694588704,2.0
1805,[15 33],7.832296665546761,4.0
1806,[22 21],13.105501509825519,9.0
1808,[57 84],6.342994310169487,4.0
1809,[99 70],8.608869513414287,5.0
1811,[ 8 35],5.750370194717934,5.0
1812,[26 47],11.30843154799525,6.0
1813,[58 48],6.836987453356334,4.0
1817,[25 51],15.48095871375355,10.0
1820,[70 25],4.717600870781726,4.0
1821,[ 4 33],8.390273500448927,6.0
1822,[69 41],6.013654415196851,5.0
1824,[16 55],13.937185312480596,9.0
1827,[59 53],3.2390963214469366,2.0
1829,[68 64],3.479447404520174,2.0
1830,[57 85],8.231821070149278,6.0
1832,[40 72],4.834461177873519,4.0
1833,[ 1 46],6.3701490148748885,3.0
1836,[33 47],5.44954624674801,6.0
1837,[65 84],4.002079043938274,2.0
1838,[89 84],4.1506818079256345,3.0
1839,[59 52],6.454054482060073,4.0
1840,[22 26],5.544815229444238,4.0
1841,[49 73],3.1622816675996184,2.0
1842,[93 24],3.5727207418616187,2.0
1843,[63 62],3.0507338645476727,2.0
1844,[61 35],5.215491332529344,4.0
1845,[39 63],3.2576412513388684,2.0
1846,[76 60],16.277254183604214,10.0
1847,[64  8],9.704279173373655,6.0
1848,[98 80],9.374364766166217,6.0
1851,[99 39],3.8233473813713754,2.0
1852,[55 87],4.379743138388273,3.0
1853,[94 79],7.329252449578815,4.0
1854,[38 31],3.8314267822185375,2.0
1855,[93 14],3.3564015490320633,2.0
1856,[52 73],16.107162291877234,10.0
1858,[ 8 42],5.723536872170804,3.0
1859,[51 73],5.075974111704855,4.0
1860,[ 8 43],11.88665184877485,8.0
1861,[ 8 40],10.20046382925086,7.0
1862,[62 48],3.069851189396255,2.0
1863,[63 50],3.429947394463916,2.0
1864,[21 41],7.884819362970621,4.0
1866,[66 35],3.503712397260654,2.0
1867,[92 45],4.552084495518626,4.0
1868,[32 85],3.308390194146642,2.0
1869,[20 80],6.5947115343436185,4.0
1870,[67 61],5.030290583486937,3.0
1871,[76 20],4.793274359486016,3.0
1872,[68 36],6.615114243871755,4.0
1873,[74 13],3.9978281087791503,4.0
1875,[83 39],8.590524925318874,6.0
1876,[ 6 47],11.738104578725064,8.0
1877,[ 2 34],12.926026801107817,8.0
1878,[24 89],3.5101651042635975,2.0
1879,[ 7 48],5.1924585544457855,4.0
1881,[40 71],6.842876683395502,4.0
1883,[23 93],7.793351537426748,5.0
1884,[28 99],5.445536112386227,4.0
1887,[30 50],19.705100155556014,12.0
1888,[94 72],3.0350259663502213,3.0
1889,[80 39],4.219798257916364,3.0
1897,[77 20],4.024661391990522,2.0
1898,[95  0],4.357372649014496,3.0
1900,[52 79],5.899254816931347,6.0
1901,[39 37],9.575561157243916,6.0
1903,[37 86],6.9029720974769635,5.0
1904,[73  2],4.246813521977525,2.0
1905,[95 40],15.770360851125902,10.0
1906,[97 39],10.31804571239911,6.0
1907,[59 54],14.157299208346677,10.0
1908,[56 47],7.421533970036065,4.0
1909,[70 10],3.2931879206296215,2.0
1910,[92 87],6.348938880994772,4.0
1911,[81 11],7.502496799569199,6.0
1912,[68  9],3.4633882300977827,2.0
1914,[65 97],4.869228531214982,4.0
1915,[11 75],3.4624798936018037,2.0
1916,[ 1 95],9.2418111584688,5.0
1917,[61 65],3.3524399935074323,2.0
1918,[ 3 55],9.067155040383044,6.0
1919,[61 70],7.327578394443822,5.0
1920,[79 98],10.659875261373651,6.0
1922,[92 15],4.222437166945895,4.0
1923,[52 74],12.425109935071745,8.0
1925,[51 90],4.753210495773936,3.0
1926,[22 17],6.344575566372445,4.0
1928,[45 72],3.4107707896081214,2.0
1929,[68 58],3.0565153518714707,2.0
1930,[58 94],3.9290236951821664,4.0
1931,[84 24],8.826767791499835,6.0
1932,[22 20],5.395465465570662,4.0
1933,[35 93],3.4590974811012685,2.0
1935,[62 79],3.4306771276282957,3.0
1936,[61 55],4.557367054050756,3.0
1937,[19 84],3.9004215157527273,2.0
1938,[45 30],12.925231823340923,8.0
1939,[25 49],9.700312791412001,6.0
1943,[17 81],3.1548868647792605,2.0
1944,[52 92],11.45994443676236,8.0
1945,[67 67],6.300878143841686,4.0
1946,[23 28],8.814125012145848,5.0
1947,[ 8 34],3.7281994844174475,2.0
1948,[43 34],9.882279442169192,6.0
1949,[23 42],3.056783687576166,2.0
1950,[89 34],3.3895511788775288,3.0
1955,[32 56],10.454177429333688,6.0
1956,[54 76],10.963650804360794,6.0
1957,[82 60],10.938974208464032,8.0
1958,[15 55],4.615689547275553,5.0
1959,[80 24],4.936636441733907,4.0
1960,[38 78],9.783975977506877,6.0
1962,[68 69],8.4707769251256,6.0
1963,[97 90],6.535769800630191,4.0
1964,[61  8],14.511434165822795,8.0
1967,[71 60],11.541531974066904,8.0
1968,[80 89],13.695337929824362,10.0
1970,[70 73],5.232177448781867,3.0
1972,[74 88],6.257051446566729,4.0
1974,[23 14],5.108252505981025,3.0
1975,[53 77],21.136519145719454,14.0
1977,[24 23],7.970022407448845,5.0
1978,[12 78],6.604407220541009,4.0
1979,[ 8 77],14.99038782757076,10.0
1980,[45 41],6.237203374699004,4.0
1981,[75 22],4.55024932917554,4.0
1982,[42 69],3.7408106862281847,2.0
1984,[41 35],9.226303150745386,6.0
1985,[40 76],3.4190832788197483,2.0
1987,[79 99],4.075377859179741,3.0
1988,[32 50],13.24173870809744,8.0
1990,[5 2],7.418013856712304,4.0
1993,[45 71],6.317967596500123,4.0
1994,[ 4 90],3.4546452906174228,3.0
1997,[37 36],7.070807270793905,4.0
1998,[82 91],10.427113374271322,7.0
1999,[79 22],13.173598900284023,8.0
2000,[55 73],13.644652784568748,8.0
2001,[22 11],4.556026973448746,3.0
2003,[40 38],4.72655184084004,3.0
2004,[ 2 42],6.1212521732848035,4.0
2005,[23 32],4.818724097345145,4.0
2006,[20 77],9.721400545152319,7.0
2008,[71 19],9.352995592609044,6.0
2009,[69 23],11.898999716392634,8.0
2010,[17 85],10.446661098785288,7.0
2011,[81 38],4.070186213800929,4.0
2012,[94 60],8.991216059539623,6.0
2013,[81 18],10.07923649630257,7.0
2014,[67 52],19.436700971243305,13.0
2015,[30 84],9.251341076927726,5.0
2017,[13 72],5.938872481253325,3.0
2019,[72 11],3.5002761595884206,2.0
2020,[63 12],12.274356186813021,8.0
2021,[43 73],4.002900450535461,3.0
2022,[69 35],3.556786249169965,2.0
2023,[74 98],6.097395723979404,4.0
2024,[56 81],6.2241195427844715,5.0
2026,[68  7],4.157524447813822,2.0
2027,[84 98],5.328989348254144,4.0
2028,[ 7 78],15.327891352292987,10.0
2029,[ 1 66],7.924563586704392,5.0
2030,[70 67],5.108993589703614,3.0
2032,[ 7 72],6.1798300670529045,4.0
2033,[22  3],3.5979818329528754,2.0
2034,[77 92],3.213085976107859,2.0
2035,[95 32],9.06940292595402,7.0
2037,[13 85],7.749708438056526,4.0
2038,[96 78],6.81761242669893,5.0
2039,[46 77],3.719578330350799,2.0
2042,[96 96],5.188655049231713,3.0
2043,[86 78],6.918328750918309,6.0
2044,[58 53],7.972032829423508,4.0
2045,[88 79],5.592350011664409,4.0
2047,[71 12],7.46359443238269,5.0
2048,[45 61],5.794999102231067,4.0
2050,[94  8],4.1382689651859605,3.0
2051,[41 39],6.7392315853937115,5.0
2052,[ 9 46],3.3626057363132213,2.0
2054,[19 85],4.020925172241418,2.0
2055,[74  5],4.36515152003584,3.0
2056,[58 36],3.6047830284550617,2.0
2057,[6 1],6.628752936949574,4.0
2059,[20 33],10.500086442263996,6.0
2060,[61 17],8.954442888442678,6.0
2061,[97  2],4.872413581647912,3.0
2062,[ 4 92],6.262985031500003,3.0
2063,[26 49],5.7549530542113425,4.0
2064,[42 34],15.968539834760916,10.0
2065,[92  5],3.0905430361837327,2.0
2067,[22 92],3.6182385323511,3.0
2069,[ 6 88],4.144493069966506,3.0
2070,[85  5],5.695547940866821,4.0
2071,[92 90],5.02174837466395,4.0
2072,[ 8 53],7.302197775384486,4.0
2074,[76  8],4.584155163363215,4.0
2077,[30 33],12.200254759898515,7.0
2078,[61 61],4.266503981392535,2.0
2079,[58 56],11.693664522498867,8.0
2080,[68 17],3.692634145350796,2.0
2081,[92  4],10.158644484335879,6.0
2082,[92 33],5.854804779451399,4.0
2083,[62 73],3.9191649730872373,3.0
2085,[36 93],5.730423981748268,4.0
2088,[79 92],4.809136009461383,4.0
2089,[ 7 77],5.828707934220108,4.0
2090,[27 47],3.2262757640785757,2.0
2091,[55 93],9.360083702054029,6.0
2092,[45 69],8.72670723549287,6.0
2093,[ 0 98],5.523547979453841,3.0
2097,[89 73],4.989399658252291,3.0
2099,[92 41],12.114692250495779,8.0
2100,[ 1 76],4.63428897697503,3.0
2102,[27 84],6.401835825267719,3.0
2103,[77 88],4.078986163640721,3.0
2104,[96 72],6.008819288108645,4.0
2105,[84 18],9.14760554208518,5.0
2106,[97  9],3.7788954648280964,2.0
2108,[77  9],5.839911562315472,5.0
2109,[10 61],7.850354824280677,5.0
2110,[71 39],7.6988445001374215,4.0
2112,[63 10],6.834663851615851,4.0
2113,[19 78],7.561198537748773,6.0
2116,[54 75],5.588876085339717,4.0
2117,[93 10],5.532318730094271,3.0
2118,[70 21],4.093256897422405,3.0
2119,[63 28],6.328699351822429,4.0
2120,[62 21],3.4528286319187362,2.0
2121,[96 44],6.440067595638014,4.0
2122,[34 50],4.737780208199746,4.0
2123,[77 24],3.3348186274988865,3.0
2124,[13 86],9.276285230352322,6.0
2125,[42 76],4.484260935021687,3.0
2128,[77 29],4.520371401619155,4.0
2130,[79 30],4.377168040710846,3.0
2131,[ 4 83],8.060798887252275,6.0
2132,[ 2 53],4.470501964075239,4.0
2133,[ 0 85],9.34514893220611,6.0
2134,[14 33],3.433580596817748,2.0
2136,[15 52],3.963405824663734,2.0
2137,[39 77],5.851993093192062,3.0
2138,[23 46],4.129919598553008,3.0
2140,[62  7],20.28096614058244,12.0
2141,[10 92],6.338452854026809,4.0
2143,[38 73],5.129720272194048,3.0
2147,[56 97],4.406738684882125,3.0
2148,[52 60],6.46769890744266,4.0
2149,[43 70],6.781111130901428,6.0
2152,[56 48],8.043640759880082,6.0
2153,[92 16],3.1212207015397238,2.0
2154,[63 76],4.791891201652838,3.0
2155,[48 77],6.860705920766556,4.0
2156,[10 49],9.621087829545713,6.0
2157,[61 18],14.063011342456937,8.0
2158,[ 0 81],17.066534304080005,9.0
2159,[ 0 89],3.952304796882393,2.0
2160,[45 62],8.134737498441998,6.0
2161,[56 56],6.238099024467282,4.0
2162,[22 16],6.879172654824354,5.0
2165,[45 29],10.86068504560529,8.0
2166,[27 52],12.301499250954084,8.0
2167,[45 31],13.459509963269516,8.0
2168,[33 52],11.275053910849337,6.0
2169,[64 93],7.222821851237049,4.0
2170,[56 85],8.40552400003963,6.0
2171,[39 64],7.9654802769554465,4.0
2172,[77  3],6.839848988978789,4.0
2173,[17 77],4.884715785263304,3.0
2174,[21 81],5.350476290207554,4.0
2176,[18 75],9.235631486406048,5.0
2177,[85 14],6.6516460644812305,4.0
2178,[72 41],11.200032355461907,7.0
2180,[73 82],8.493683314692209,6.0
2181,[72 91],3.903294999255591,3.0
2182,[30 82],8.01221704890071,5.0
2183,[78 38],6.633117140715865,4.0
2184,[13 77],5.855430293373712,4.0
2185,[52 93],9.645413264490346,6.0
2187,[23 41],6.389114980261432,4.0
2188,[64 79],5.613213825964154,4.0
2190,[85  6],6.7521645397327035,4.0
2191,[29 98],3.1740136224389803,2.0
2192,[72  1],3.5459518222564226,2.0
2193,[64  9],5.779798527308937,4.0
2194,[63 52],6.56273869435014,4.0
2195,[21 96],3.003035024068284,2.0
2196,[10 79],6.458189278977782,4.0
2197,[ 0 37],4.403581861232065,3.0
2198,[13 79],11.922680003801691,7.0
2202,[99 64],3.0138692650930676,2.0
2205,[84 99],4.755000347573398,3.0
2206,[97 23],8.164986085523061,4.0
2207,[93 92],9.427458835812402,6.0
2209,[96 12],4.409552933926051,3.0
2210,[85 94],3.3223111158137604,2.0
2211,[31 98],10.169364450647924,6.0
2215,[69 28],7.229540266286847,5.0
2217,[78 40],9.217141054901697,5.0
2219,[21 80],13.519073718669771,8.0
2220,[51 77],6.213542063425583,4.0
2221,[ 4 59],9.290658088041646,5.0
2222,[89 37],6.836369206687317,4.0
2223,[44 29],6.376375360211858,4.0
2225,[75 42],5.57998499172025,4.0
2226,[0 1],3.2695067540018767,2.0
2228,[ 9 44],9.898091169823362,6.0
2229,[65 95],3.2115073947949373,2.0
2231,[ 1 62],3.036901514716199,3.0
2232,[ 0 58],7.849769130765748,5.0
2233,[40 33],6.4888797619010585,4.0
2235,[69  4],3.128057227979985,2.0
2236,[41 86],5.712826510172293,5.0
2238,[62 33],3.7854396521058673,2.0
2239,[ 6 95],3.8588831403999784,3.0
2240,[ 2 80],6.211973204980019,4.0
2241,[ 8 44],6.940815864689496,4.0
